,Bill,annual_bill_number,year,url
2385,"Victim Support Bill, 1995",42,1995,https://www.oireachtas.ie/en/bills/bill/1995/42/
2386,"Fisheries (Amendment) Act, 1995",41,1995,https://www.oireachtas.ie/en/bills/bill/1995/41/
2387,"Energy (Miscellaneous Provisions) Act, 1995",40,1995,https://www.oireachtas.ie/en/bills/bill/1995/40/
2388,"Netting of Financial Contracts Act, 1995",39,1995,https://www.oireachtas.ie/en/bills/bill/1995/39/
2389,"Industrial Development Act, 1995",38,1995,https://www.oireachtas.ie/en/bills/bill/1995/38/
2390,"Powers of Attorney Act, 1996",37,1995,https://www.oireachtas.ie/en/bills/bill/1995/37/
2391,"Irish Medicines Board Act, 1995",36,1995,https://www.oireachtas.ie/en/bills/bill/1995/36/
2392,Domestic Violence Act  1996,35,1995,https://www.oireachtas.ie/en/bills/bill/1995/35/
2393,"Electoral (Amendment)(No. 2) Bill, 1995",34,1995,https://www.oireachtas.ie/en/bills/bill/1995/34/
2394,"Local Government (Delimitation of Water Supply Disconnection Powers) Act, 1995",33,1995,https://www.oireachtas.ie/en/bills/bill/1995/33/
2395,"Electoral (Amendment) Act, 1995",32,1995,https://www.oireachtas.ie/en/bills/bill/1995/32/
2396,"Criminal Procedure Bill, 1995",31,1995,https://www.oireachtas.ie/en/bills/bill/1995/31/
2397,"Fifteenth Amendment of the Constitution Bill, 1995",30,1995,https://www.oireachtas.ie/en/bills/bill/1995/30/
2398,Sexual Offences (Jurisdiction) Act  1996,29,1995,https://www.oireachtas.ie/en/bills/bill/1995/29/
2399,"Tourist Traffic Act, 1995",28,1995,https://www.oireachtas.ie/en/bills/bill/1995/28/
2400,"An Bord Bia (Amendment) Act, 1995",27,1995,https://www.oireachtas.ie/en/bills/bill/1995/27/
2401,"Social Welfare (No. 2) Act, 1995",26,1995,https://www.oireachtas.ie/en/bills/bill/1995/26/
2402,"Investment Intermediaries Act, 1995",25,1995,https://www.oireachtas.ie/en/bills/bill/1995/25/
2403,"Waste Management Act, 1996",24,1995,https://www.oireachtas.ie/en/bills/bill/1995/24/
2404,"Harbours Act, 1996",23,1995,https://www.oireachtas.ie/en/bills/bill/1995/23/
2405,"Arterial Drainage (Amendment) Act, 1995",22,1995,https://www.oireachtas.ie/en/bills/bill/1995/22/
2406,"Criminal Law (Bail) Bill, 1995",21,1995,https://www.oireachtas.ie/en/bills/bill/1995/21/
2407,"European Communities (Amendment) Act, 1995",20,1995,https://www.oireachtas.ie/en/bills/bill/1995/20/
2408,"Transfer of Sentenced Persons Act, 1995",19,1995,https://www.oireachtas.ie/en/bills/bill/1995/19/
2409,"Road Traffic Act, 1995",18,1995,https://www.oireachtas.ie/en/bills/bill/1995/18/
2410,"Finance Act, 1995",17,1995,https://www.oireachtas.ie/en/bills/bill/1995/17/
2411,"Freedom of Information Bill, 1995",16,1995,https://www.oireachtas.ie/en/bills/bill/1995/16/
2412,"Criminal Law (Incest Proceedings) Act, 1995",15,1995,https://www.oireachtas.ie/en/bills/bill/1995/15/
2413,"Minerals Development Act, 1995",14,1995,https://www.oireachtas.ie/en/bills/bill/1995/14/
2414,"Social Welfare Act, 1995",13,1995,https://www.oireachtas.ie/en/bills/bill/1995/13/
2415,"Coroners (Amendment) Bill, 1995",12,1995,https://www.oireachtas.ie/en/bills/bill/1995/12/
2416,"Criminal Law (Incest Proceedings) Bill, 1995",11,1995,https://www.oireachtas.ie/en/bills/bill/1995/11/
2417,"Criminal Law (Sexual Offences)(No. 2) Bill, 1995",10,1995,https://www.oireachtas.ie/en/bills/bill/1995/10/
2418,"Criminal Law (Sexual Offences) Bill, 1995",/9,/199,https://www.oireachtas.ie/en/bills/bill/1995/9/
2419,"Regulation of Information (Services outside the State for Termination of Pregnancies) Act, 1995",/8,/199,https://www.oireachtas.ie/en/bills/bill/1995/8/
2420,"Arterial Drainage (Amendment) Bill, 1995",/7,/199,https://www.oireachtas.ie/en/bills/bill/1995/7/
2421,"Package Holidays and Travel Trade Act, 1995",/6,/199,https://www.oireachtas.ie/en/bills/bill/1995/6/
2422,"Defamation Bill, 1995",/5,/199,https://www.oireachtas.ie/en/bills/bill/1995/5/
2423,"Civil Legal Aid Act, 1995",/4,/199,https://www.oireachtas.ie/en/bills/bill/1995/4/
2424,"Proceeds of Crime Bill, 1995",/3,/199,https://www.oireachtas.ie/en/bills/bill/1995/3/
2425,"Contempt Bill, 1995",/2,/199,https://www.oireachtas.ie/en/bills/bill/1995/2/
2426,"Ministers and Secretaries (Amendment) Act, 1995",/1,/199,https://www.oireachtas.ie/en/bills/bill/1995/1/
2427,"Occupiers' Liability Act, 1995",36,1994,https://www.oireachtas.ie/en/bills/bill/1994/36/
2428,"Stock Exchange Act, 1995",35,1994,https://www.oireachtas.ie/en/bills/bill/1994/35/
2429,"Heritage Act, 1995",26,1994,https://www.oireachtas.ie/en/bills/bill/1994/26/
2430,"Ethics in Public Office Act, 1995",20,1994,https://www.oireachtas.ie/en/bills/bill/1994/20/
2431,"Family Law Act, 1995",/7,/199,https://www.oireachtas.ie/en/bills/bill/1994/7/
2432,"Casual Trading Act, 1995",/4,/199,https://www.oireachtas.ie/en/bills/bill/1994/4/
2433,"Consumer Credit Act, 1995",/1,/199,https://www.oireachtas.ie/en/bills/bill/1994/1/
2434,"Adoptive Leave Act, 1995",48,1993,https://www.oireachtas.ie/en/bills/bill/1993/48/
2435,"Appropriation Act, 1996",67,1996,https://www.oireachtas.ie/en/bills/bill/1996/67/
2436,"Anti-Poverty Bill, 1996",66,1996,https://www.oireachtas.ie/en/bills/bill/1996/66/
2437,Credit Union Act  1997,65,1996,https://www.oireachtas.ie/en/bills/bill/1996/65/
2438,"Oireachtas (Miscellaneous Provisions) and Ministerial and Parliamentary Offices (Amendment) Act, 1996",64,1996,https://www.oireachtas.ie/en/bills/bill/1996/64/
2439,Freedom of Information Act  1997,63,1996,https://www.oireachtas.ie/en/bills/bill/1996/63/
2440,Housing (Miscellaneous Provisions) Act  1997,62,1996,https://www.oireachtas.ie/en/bills/bill/1996/62/
2441,Decommissioning Act  1997,61,1996,https://www.oireachtas.ie/en/bills/bill/1996/61/
2442,"Children Bill, 1996",60,1996,https://www.oireachtas.ie/en/bills/bill/1996/60/
2443,Dublin Docklands Development Authority Act  1997,59,1996,https://www.oireachtas.ie/en/bills/bill/1996/59/
2444,Fisheries (Amendment) Act  1997,58,1996,https://www.oireachtas.ie/en/bills/bill/1996/58/
2445,"Child Pornography Bill, 1996",57,1996,https://www.oireachtas.ie/en/bills/bill/1996/57/
2446,"Protection of Workers (Shops) Bill, 1996",56,1996,https://www.oireachtas.ie/en/bills/bill/1996/56/
2447,"Cabinet Confidentiality Bill, 1996",55,1996,https://www.oireachtas.ie/en/bills/bill/1996/55/
2448,Litter Pollution Act  1997,54,1996,https://www.oireachtas.ie/en/bills/bill/1996/54/
2449,Registration of Births Act  1996,53,1996,https://www.oireachtas.ie/en/bills/bill/1996/53/
2450,Organisation of Working Time Act  1997,52,1996,https://www.oireachtas.ie/en/bills/bill/1996/52/
2451,"Prompt Payments Bill, 1996",51,1996,https://www.oireachtas.ie/en/bills/bill/1996/51/
2452,"Milk (Regulation of Supply)(Amendment) Act, 1996",50,1996,https://www.oireachtas.ie/en/bills/bill/1996/50/
2453,"Sixteenth Amendment of the Constitution Act, 1996",49,1996,https://www.oireachtas.ie/en/bills/bill/1996/49/
2454,Central Bank Act  1997,48,1996,https://www.oireachtas.ie/en/bills/bill/1996/48/
2455,National Cultural Institutions Act  1997,47,1996,https://www.oireachtas.ie/en/bills/bill/1996/47/
2456,"Telecommunications (Miscellaneous Provisions) Act, 1996",46,1996,https://www.oireachtas.ie/en/bills/bill/1996/46/
2457,Irish Takeover Panel Act  1997,45,1996,https://www.oireachtas.ie/en/bills/bill/1996/45/
2458,Universities Act  1997,44,1996,https://www.oireachtas.ie/en/bills/bill/1996/44/
2459,"Criminal Assets Bureau Act, 1996",43,1996,https://www.oireachtas.ie/en/bills/bill/1996/43/
2460,"Disclosure of Certain Information for Taxation and Other Purposes Act, 1996",42,1996,https://www.oireachtas.ie/en/bills/bill/1996/42/
2461,Criminal Justice (Miscellaneous Provisions) Act  1997,41,1996,https://www.oireachtas.ie/en/bills/bill/1996/41/
2462,"Courts Act, 1996",40,1996,https://www.oireachtas.ie/en/bills/bill/1996/40/
2463,"Social Welfare (Means Testing) Bill, 1996",39,1996,https://www.oireachtas.ie/en/bills/bill/1996/39/
2464,Employment Equality Bill 1996,38,1996,https://www.oireachtas.ie/en/bills/bill/1996/38/
2465,"Proceeds of Crime Act, 1996",37,1996,https://www.oireachtas.ie/en/bills/bill/1996/37/
2466,"Health (Amendment)(No. 2) Act, 1996",36,1996,https://www.oireachtas.ie/en/bills/bill/1996/36/
2467,"Borrowing Powers of Certain Bodies Act, 1996",35,1996,https://www.oireachtas.ie/en/bills/bill/1996/35/
2468,"Civil Liability (Amendment) Act, 1996",34,1996,https://www.oireachtas.ie/en/bills/bill/1996/34/
2469,European Parliament Elections Act  1997,33,1996,https://www.oireachtas.ie/en/bills/bill/1996/33/
2470,"Family Law (Divorce) Act, 1996",32,1996,https://www.oireachtas.ie/en/bills/bill/1996/32/
2471,Adoption Act  1998,31,1996,https://www.oireachtas.ie/en/bills/bill/1996/31/
2472,"Transport (Dublin Light Rail) Act, 1996",30,1996,https://www.oireachtas.ie/en/bills/bill/1996/30/
2473,"Independent Referendum Commission Bill, 1996",29,1996,https://www.oireachtas.ie/en/bills/bill/1996/29/
2474,"An Bord Bia (Amendment) Act, 1996",28,1996,https://www.oireachtas.ie/en/bills/bill/1996/28/
2475,"Transnational Information and Consultation of Employees Act, 1996",27,1996,https://www.oireachtas.ie/en/bills/bill/1996/27/
2476,"Local Government (Planning and Development) Bill, 1996",26,1996,https://www.oireachtas.ie/en/bills/bill/1996/26/
2477,"Control of Horses Act, 1996",25,1996,https://www.oireachtas.ie/en/bills/bill/1996/25/
2478,"Gaming and Lotteries (Amendment) Bill, 1996",24,1996,https://www.oireachtas.ie/en/bills/bill/1996/24/
2479,"Transport (Dublin Light Rail) Bill, 1996",23,1996,https://www.oireachtas.ie/en/bills/bill/1996/23/
2480,"Marriages Bill, 1996",22,1996,https://www.oireachtas.ie/en/bills/bill/1996/22/
2481,"Electoral (Amendment) Act, 1996",21,1996,https://www.oireachtas.ie/en/bills/bill/1996/21/
2482,"Criminal Justice (Mental Disorder) Bill, 1996",20,1996,https://www.oireachtas.ie/en/bills/bill/1996/20/
2483,"Garda Síochána Bill, 1996",19,1996,https://www.oireachtas.ie/en/bills/bill/1996/19/
2484,"Health (Amendment)(No. 3) Act, 1996",18,1996,https://www.oireachtas.ie/en/bills/bill/1996/18/
2485,Criminal Law Act  1997,17,1996,https://www.oireachtas.ie/en/bills/bill/1996/17/
2486,"Control and Regulation of Horses Bill, 1996",16,1996,https://www.oireachtas.ie/en/bills/bill/1996/16/
2487,"Irish Steel Limited Act, 1996",15,1996,https://www.oireachtas.ie/en/bills/bill/1996/15/
2488,"National Standards Authority of Ireland Act, 1996",14,1996,https://www.oireachtas.ie/en/bills/bill/1996/14/
2489,"Finance Act, 1996",13,1996,https://www.oireachtas.ie/en/bills/bill/1996/13/
2490,"Civil Service Regulation (Amendment) Act, 1996",12,1996,https://www.oireachtas.ie/en/bills/bill/1996/12/
2491,"Prohibition of Anti-Personnel Landmines Bill, 1996",11,1996,https://www.oireachtas.ie/en/bills/bill/1996/11/
2492,"Social Welfare Act, 1996",10,1996,https://www.oireachtas.ie/en/bills/bill/1996/10/
2493,"Prosecution of Offences and Punishment of Crimes Bill, 1996",/9,/199,https://www.oireachtas.ie/en/bills/bill/1996/9/
2494,"Adoption Bill, 1996",/8,/199,https://www.oireachtas.ie/en/bills/bill/1996/8/
2495,"Criminal Justice (Drug Trafficking) Act, 1996",/7,/199,https://www.oireachtas.ie/en/bills/bill/1996/7/
2496,"Merchant Shipping (Liability of Shipowners and Others) Act, 1996",/6,/199,https://www.oireachtas.ie/en/bills/bill/1996/6/
2497,"Malicious Injuries (Repeal of Enactments) Bill, 1996",/5,/199,https://www.oireachtas.ie/en/bills/bill/1996/5/
2498,"Johnstown Castle Agricultural College (Amendment) Act, 1996",/4,/199,https://www.oireachtas.ie/en/bills/bill/1996/4/
2499,"Misuse of Drugs Bill, 1996",/3,/199,https://www.oireachtas.ie/en/bills/bill/1996/3/
2500,"Protection of Young Persons (Employment) Act, 1996",/2,/199,https://www.oireachtas.ie/en/bills/bill/1996/2/
2501,"Metrology Act, 1996",/1,/199,https://www.oireachtas.ie/en/bills/bill/1996/1/
2502,"Health (Amendment) Act, 1996",60,1995,https://www.oireachtas.ie/en/bills/bill/1995/60/
2503,"Commissioners of Public Works (Functions and Powers) Act, 1996",59,1995,https://www.oireachtas.ie/en/bills/bill/1995/59/
2504,"Pensions (Amendment) Act, 1996",56,1995,https://www.oireachtas.ie/en/bills/bill/1995/56/
2505,"Trade Marks Act, 1996",53,1995,https://www.oireachtas.ie/en/bills/bill/1995/53/
2506,"Bovine Diseases (Levies)(Amendment) Act, 1996",50,1995,https://www.oireachtas.ie/en/bills/bill/1995/50/
2507,"Voluntary Health Insurance (Amendment) Act, 1996",48,1995,https://www.oireachtas.ie/en/bills/bill/1995/48/
2508,"Dumping at Sea Act, 1996",46,1995,https://www.oireachtas.ie/en/bills/bill/1995/46/
2509,"Refugee Act, 1996",44,1995,https://www.oireachtas.ie/en/bills/bill/1995/44/
2510,"Powers of Attorney Act, 1996",37,1995,https://www.oireachtas.ie/en/bills/bill/1995/37/
2511,Domestic Violence Act  1996,35,1995,https://www.oireachtas.ie/en/bills/bill/1995/35/
2512,Sexual Offences (Jurisdiction) Act  1996,29,1995,https://www.oireachtas.ie/en/bills/bill/1995/29/
2513,"Waste Management Act, 1996",24,1995,https://www.oireachtas.ie/en/bills/bill/1995/24/
2514,"Harbours Act, 1996",23,1995,https://www.oireachtas.ie/en/bills/bill/1995/23/
2515,"Competition (Amendment) Act, 1996",25,1994,https://www.oireachtas.ie/en/bills/bill/1994/25/
2516,Central Bank Act  1998,75,1997,https://www.oireachtas.ie/en/bills/bill/1997/75/
2517,"Employment Rights Protection Bill, 1997",74,1997,https://www.oireachtas.ie/en/bills/bill/1997/74/
2518,Child Trafficking and Pornography Act  1998,73,1997,https://www.oireachtas.ie/en/bills/bill/1997/73/
2519,International War Crimes Tribunals Act  1998,72,1997,https://www.oireachtas.ie/en/bills/bill/1997/72/
2520,Roads (Amendment) Act  1998,71,1997,https://www.oireachtas.ie/en/bills/bill/1997/71/
2521,Plant Varieties (Proprietary Rights)(Amendment) Act  1998,70,1997,https://www.oireachtas.ie/en/bills/bill/1997/70/
2522,Appropriation Act  1997,69,1997,https://www.oireachtas.ie/en/bills/bill/1997/69/
2523,"Seanad Electoral (Higher Education) Bill, 1997",68,1997,https://www.oireachtas.ie/en/bills/bill/1997/68/
2524,Education Act  1998,67,1997,https://www.oireachtas.ie/en/bills/bill/1997/67/
2525,"Door Supervisors Bill, 1997",66,1997,https://www.oireachtas.ie/en/bills/bill/1997/66/
2526,Merchant Shipping (Miscellaneous Provisions) Act  1998,65,1997,https://www.oireachtas.ie/en/bills/bill/1997/65/
2527,Local Government (Planning and Development) Act  1998,64,1997,https://www.oireachtas.ie/en/bills/bill/1997/64/
2528,"Protection of Workers (Shops) (No. 2) Bill, 1997",63,1997,https://www.oireachtas.ie/en/bills/bill/1997/63/
2529,Transfer of Sentenced Persons (Amendment) Act  1997,62,1997,https://www.oireachtas.ie/en/bills/bill/1997/62/
2530,Criminal Justice Act  1999,61,1997,https://www.oireachtas.ie/en/bills/bill/1997/61/
2531,Courts (No. 2) Act  1997,60,1997,https://www.oireachtas.ie/en/bills/bill/1997/60/
2532,Tribunals of Inquiry (Evidence) (Amendment) Act  1997,59,1997,https://www.oireachtas.ie/en/bills/bill/1997/59/
2533,Employment Equality Act  1998,58,1997,https://www.oireachtas.ie/en/bills/bill/1997/58/
2534,Courts Service Act  1998,57,1997,https://www.oireachtas.ie/en/bills/bill/1997/57/
2535,"Protection of Workers (Shops) Bill, 1997",56,1997,https://www.oireachtas.ie/en/bills/bill/1997/56/
2536,Scientific and Technological Education (Investment) Fund Act  1997,55,1997,https://www.oireachtas.ie/en/bills/bill/1997/55/
2537,"Criminal Justice Bill, 1997",54,1997,https://www.oireachtas.ie/en/bills/bill/1997/54/
2538,"Court Officers (Amendment) Bill, 1997",53,1997,https://www.oireachtas.ie/en/bills/bill/1997/53/
2539,"Local Government (Planning and Development) (Amendment) (No. 2) Bill, 1997",52,1997,https://www.oireachtas.ie/en/bills/bill/1997/52/
2540,"Minister for Arts, Heritage, Gaeltacht and the Islands (Powers and Functions) Act  1998",51,1997,https://www.oireachtas.ie/en/bills/bill/1997/51/
2541,Turf Development Act  1998,50,1997,https://www.oireachtas.ie/en/bills/bill/1997/50/
2542,Interpretation (Amendment) Act  1997,49,1997,https://www.oireachtas.ie/en/bills/bill/1997/49/
2543,"Courts Service Bill, 1997",48,1997,https://www.oireachtas.ie/en/bills/bill/1997/48/
2544,Irish Film Board (Amendment) Act  1997,47,1997,https://www.oireachtas.ie/en/bills/bill/1997/47/
2545,Air Navigation and Transport (Amendment) Act  1998,46,1997,https://www.oireachtas.ie/en/bills/bill/1997/46/
2546,Arbitration (International Commercial) Act  1998,45,1997,https://www.oireachtas.ie/en/bills/bill/1997/45/
2547,"Electoral (Amendment) Bill, 1997",44,1997,https://www.oireachtas.ie/en/bills/bill/1997/44/
2548,"Eighteenth Amendment of the Constitution Bill, 1997",43,1997,https://www.oireachtas.ie/en/bills/bill/1997/43/
2549,Taxes Consolidation Act  1997,42,1997,https://www.oireachtas.ie/en/bills/bill/1997/42/
2550,Europol Act  1997,41,1997,https://www.oireachtas.ie/en/bills/bill/1997/41/
2551,Registration of Title (Amendment) Act  1997,40,1997,https://www.oireachtas.ie/en/bills/bill/1997/40/
2552,Hepatitis C Compensation Tribunal Act  1997,39,1997,https://www.oireachtas.ie/en/bills/bill/1997/39/
2553,Seventeenth Amendment of the Constitution Act  1997,38,1997,https://www.oireachtas.ie/en/bills/bill/1997/38/
2554,"Local Government (Planning and Development)(Amendment) Bill, 1997",37,1997,https://www.oireachtas.ie/en/bills/bill/1997/37/
2555,ICC Bank (Amendment) Act  1997,36,1997,https://www.oireachtas.ie/en/bills/bill/1997/36/
2556,Children Act  1997,35,1997,https://www.oireachtas.ie/en/bills/bill/1997/35/
2557,Family Law (Miscellaneous Provisions) Act  1997,34,1997,https://www.oireachtas.ie/en/bills/bill/1997/34/
2558,Licensing (Combating Drug Abuse) Act  1997,33,1997,https://www.oireachtas.ie/en/bills/bill/1997/33/
2559,Local Government (Financial Provisions) Act  1997,32,1997,https://www.oireachtas.ie/en/bills/bill/1997/32/
2560,Prompt Payment of Accounts Act  1997,31,1997,https://www.oireachtas.ie/en/bills/bill/1997/31/
2561,Geneva Conventions (Amendment) Act  1998,30,1997,https://www.oireachtas.ie/en/bills/bill/1997/30/
2562,Public Service Management Act  1997,29,1997,https://www.oireachtas.ie/en/bills/bill/1997/29/
2563,Road Transport Bill 1997,28,1997,https://www.oireachtas.ie/en/bills/bill/1997/28/
2564,Bail Act  1997,27,1997,https://www.oireachtas.ie/en/bills/bill/1997/27/
2565,"Seventeenth Amendment of the Constitution Bill, 1997",26,1997,https://www.oireachtas.ie/en/bills/bill/1997/26/
2566,Finance Act  1997,25,1997,https://www.oireachtas.ie/en/bills/bill/1997/25/
2567,Criminal Justice (Bail) Bill 1997,24,1997,https://www.oireachtas.ie/en/bills/bill/1997/24/
2568,Heritage and Cultural Events (Televisual Access Protection) Bill 1997,23,1997,https://www.oireachtas.ie/en/bills/bill/1997/23/
2569,Chemical Weapons Act  1997,22,1997,https://www.oireachtas.ie/en/bills/bill/1997/22/
2570,Private Educational Institutions Bill 1997,21,1997,https://www.oireachtas.ie/en/bills/bill/1997/21/
2571,International Development Association (Amendment) Act  1997,20,1997,https://www.oireachtas.ie/en/bills/bill/1997/20/
